,holding
2017-08-07,"[('AES', 11.100000381469727, 0), ('AKAM', 46.369998931884766, 0), ('AMD', 12.229999542236328, 0), ('BBY', 60.06999969482422, 0), ('BBY', 60.06999969482422, 0), ('DD', 90.03604125976562, 0), ('DXC', 70.97750854492188, 0), ('EQIX', 438.3900146484375, 0), ('F', 10.770000457763672, 0), ('FITB', 26.110000610351562, 0), ('GLW', 28.979999542236328, 0), ('GLW', 28.979999542236328, 0), ('INCY', 124.0999984741211, 0), ('IP', 49.8011360168457, 0), ('LVS', 59.65999984741211, 0), ('MGM', 30.59000015258789, 0), ('MGM', 30.59000015258789, 0), ('PHM', 24.84000015258789, 0), ('PHM', 24.84000015258789, 0), ('PWR', 35.61000061035156, 0), ('SEDG', 27.149999618530273, 0), ('TXT', 48.47999954223633, 0), ('TXT', 48.47999954223633, 0), ('VRSN', 97.94999694824219, 0), ('VRTX', 153.77999877929688, 0)]"
2017-08-14,"[('AES', 11.069999694824219, 0), ('AKAM', 45.36000061035156, 0), ('AMD', 12.369999885559082, 0), ('BBY', 59.470001220703125, 0), ('BBY', 59.470001220703125, 0), ('DD', 90.23530578613281, 0), ('DXC', 72.09342956542969, 0), ('EQIX', 450.0, 0), ('F', 10.5600004196167, 0), ('FITB', 26.329999923706055, 0), ('GLW', 27.8799991607666, 0), ('GLW', 27.8799991607666, 0), ('INCY', 121.19000244140625, 0), ('IP', 51.41098403930664, 0), ('LVS', 60.0099983215332, 0), ('MGM', 30.709999084472656, 0), ('MGM', 30.709999084472656, 0), ('PHM', 25.280000686645508, 0), ('PHM', 25.280000686645508, 0), ('PWR', 34.040000915527344, 0), ('SEDG', 26.700000762939453, 0), ('TXT', 47.689998626708984, 0), ('TXT', 47.689998626708984, 0), ('VRSN', 98.19999694824219, 0), ('VRTX', 148.1300048828125, 0)]"
2017-08-21,"[('AES', 11.430000305175781, 0), ('AKAM', 44.97999954223633, 0), ('AMD', 12.430000305175781, 0), ('BBY', 61.869998931884766, 0), ('BBY', 61.869998931884766, 0), ('DD', 91.85782623291016, 0), ('DXC', 73.42560577392578, 0), ('EQIX', 466.19000244140625, 0), ('F', 10.819999694824219, 0), ('FITB', 26.670000076293945, 0), ('GLW', 28.65999984741211, 0), ('GLW', 28.65999984741211, 0), ('INCY', 121.76000213623047, 0), ('IP', 51.69507598876953, 0), ('LVS', 60.119998931884766, 0), ('MGM', 31.829999923706055, 0), ('MGM', 31.829999923706055, 0), ('PHM', 25.309999465942383, 0), ('PHM', 25.309999465942383, 0), ('PWR', 34.61000061035156, 0), ('SEDG', 26.799999237060547, 0), ('TXT', 48.43000030517578, 0), ('TXT', 48.43000030517578, 0), ('VRSN', 101.44000244140625, 0), ('VRTX', 153.27000427246094, 0)]"
2017-08-28,"[('AES', 11.119999885559082, 0), ('AKAM', 47.08000183105469, 0), ('AMD', 13.1899995803833, 0), ('BBY', 54.47999954223633, 0), ('BBY', 54.47999954223633, 0), ('DD', 95.61526489257812, 0), ('DXC', 73.45155334472656, 0), ('EQIX', 465.9599914550781, 0), ('F', 11.350000381469727, 0), ('FITB', 26.40999984741211, 0), ('GLW', 28.90999984741211, 0), ('GLW', 28.90999984741211, 0), ('INCY', 138.02999877929688, 0), ('IP', 51.998104095458984, 0), ('LVS', 62.869998931884766, 0), ('MGM', 33.209999084472656, 0), ('MGM', 33.209999084472656, 0), ('PHM', 25.8700008392334, 0), ('PHM', 25.8700008392334, 0), ('PWR', 36.02000045776367, 0), ('SEDG', 27.0, 0), ('TXT', 49.22999954223633, 0), ('TXT', 49.22999954223633, 0), ('VRSN', 103.94000244140625, 0), ('VRTX', 162.24000549316406, 0)]"
2017-09-04,"[('AES', 11.210000038146973, 0), ('AKAM', 46.0, 0), ('AMD', 12.25, 0), ('BBY', 55.5, 0), ('BBY', 55.5, 0), ('DD', 92.29904174804688, 0), ('DXC', 72.81141662597656, 0), ('EQIX', 462.0, 0), ('F', 11.359999656677246, 0), ('FITB', 25.100000381469727, 0), ('GLW', 28.540000915527344, 0), ('GLW', 28.540000915527344, 0), ('INCY', 129.4600067138672, 0), ('IP', 51.875, 0), ('LVS', 63.119998931884766, 0), ('MGM', 33.25, 0), ('MGM', 33.25, 0), ('PHM', 25.760000228881836, 0), ('PHM', 25.760000228881836, 0), ('PWR', 36.130001068115234, 0), ('SEDG', 25.700000762939453, 0), ('TXT', 49.2400016784668, 0), ('TXT', 49.2400016784668, 0), ('VRSN', 103.30999755859375, 0), ('VRTX', 158.8300018310547, 0)]"
2017-09-11,"[('AES', 11.350000381469727, 0), ('AKAM', 47.34000015258789, 0), ('AMD', 12.520000457763672, 0), ('BBY', 58.61000061035156, 0), ('BBY', 58.61000061035156, 0), ('DD', 99.42962646484375, 0), ('DXC', 73.5899658203125, 0), ('EQIX', 455.30999755859375, 0), ('F', 11.619999885559082, 0), ('FITB', 26.520000457763672, 0), ('GLW', 29.350000381469727, 0), ('GLW', 29.350000381469727, 0), ('INCY', 119.1500015258789, 0), ('IP', 53.248104095458984, 0), ('LVS', 63.25, 0), ('MGM', 31.920000076293945, 0), ('MGM', 31.920000076293945, 0), ('PHM', 26.290000915527344, 0), ('PHM', 26.290000915527344, 0), ('PWR', 36.29999923706055, 0), ('SEDG', 26.899999618530273, 0), ('TXT', 51.61000061035156, 0), ('TXT', 51.61000061035156, 0), ('VRSN', 104.38999938964844, 0), ('VRTX', 153.61000061035156, 0)]"
2017-09-18,"[('AES', 11.109999656677246, 0), ('AKAM', 48.33000183105469, 0), ('AMD', 13.300000190734863, 0), ('BBY', 53.900001525878906, -1), ('BBY', 53.900001525878906, -1), ('DD', 99.57195281982422, 0), ('DXC', 73.97058868408203, 0), ('EQIX', 441.6600036621094, 0), ('F', 11.84000015258789, 0), ('FITB', 27.309999465942383, 0), ('GLW', 30.049999237060547, 0), ('GLW', 30.049999237060547, 0), ('INCY', 110.8499984741211, 0), ('IP', 53.07765197753906, 0), ('LVS', 63.56999969482422, 0), ('MGM', 32.380001068115234, 0), ('MGM', 32.380001068115234, 0), ('PHM', 25.8799991607666, 0), ('PHM', 25.8799991607666, 0), ('PWR', 37.119998931884766, 0), ('SEDG', 26.799999237060547, 0), ('TXT', 53.09000015258789, 0), ('TXT', 53.09000015258789, 0), ('VRSN', 104.58000183105469, 0), ('VRTX', 151.25999450683594, 0)]"
2017-09-25,"[('AES', 11.020000457763672, 0), ('AKAM', 48.720001220703125, 0), ('AMD', 12.75, 0), ('DD', 98.53296661376953, 0), ('DXC', 74.29065704345703, 0), ('EQIX', 446.29998779296875, 0), ('F', 11.970000267028809, 0), ('FITB', 27.979999542236328, 0), ('GLW', 29.920000076293945, 0), ('GLW', 29.920000076293945, 0), ('INCY', 116.73999786376953, 0), ('IP', 53.80681610107422, 0), ('LVS', 64.16000366210938, 0), ('MGM', 32.59000015258789, 0), ('MGM', 32.59000015258789, 0), ('PHM', 27.329999923706055, 0), ('PHM', 27.329999923706055, 0), ('PWR', 37.369998931884766, 0), ('SEDG', 28.549999237060547, 0), ('TXT', 53.880001068115234, 0), ('TXT', 53.880001068115234, 0), ('VRSN', 106.38999938964844, 0), ('VRTX', 152.0399932861328, 0)]"
2017-10-02,"[('AES', 11.1899995803833, 0), ('AKAM', 50.630001068115234, 0), ('AMD', 13.229999542236328, 0), ('DD', 101.36527252197266, 0), ('DXC', 75.64013671875, 0), ('EQIX', 448.8299865722656, 0), ('F', 12.3100004196167, 0), ('FITB', 28.190000534057617, 0), ('GLW', 30.09000015258789, 0), ('GLW', 30.09000015258789, 0), ('INCY', 114.69999694824219, 0), ('IP', 54.40340805053711, 0), ('LVS', 64.26000213623047, 0), ('MGM', 30.809999465942383, 0), ('MGM', 30.809999465942383, 0), ('PHM', 27.229999542236328, 0), ('PHM', 27.229999542236328, 0), ('PWR', 37.540000915527344, 0), ('SEDG', 28.75, 0), ('TXT', 55.4900016784668, 0), ('TXT', 55.4900016784668, 0), ('VRSN', 109.91999816894531, 0), ('VRTX', 155.10000610351562, 0)]"
2017-10-09,"[('AES', 11.25, 0), ('AKAM', 50.7599983215332, 0), ('AMD', 14.220000267028809, 0), ('DD', 101.6641616821289, 0), ('DXC', 78.75432586669922, 0), ('EQIX', 462.82000732421875, 0), ('F', 12.050000190734863, 0), ('FITB', 28.059999465942383, 0), ('GLW', 29.739999771118164, 0), ('GLW', 29.739999771118164, 0), ('INCY', 114.30999755859375, 0), ('IP', 54.40340805053711, 0), ('LVS', 62.0099983215332, 0), ('MGM', 29.739999771118164, 0), ('MGM', 29.739999771118164, 0), ('PHM', 27.06999969482422, 0), ('PHM', 27.06999969482422, 0), ('PWR', 37.290000915527344, 0), ('SEDG', 29.549999237060547, 0), ('TXT', 53.2599983215332, 0), ('TXT', 53.2599983215332, 0), ('VRSN', 108.22000122070312, 0), ('VRTX', 152.91000366210938, 0)]"
2017-10-16,"[('AES', 11.130000114440918, 0), ('AKAM', 51.869998931884766, 0), ('AMD', 13.8100004196167, 0), ('DD', 101.30834197998047, 0), ('DXC', 79.48961639404297, 0), ('EQIX', 468.760009765625, 0), ('F', 12.100000381469727, 0), ('FITB', 28.600000381469727, 0), ('GLW', 30.059999465942383, 0), ('GLW', 30.059999465942383, 0), ('INCY', 114.19000244140625, 0), ('IP', 55.123104095458984, 0), ('LVS', 62.689998626708984, 0), ('MGM', 31.030000686645508, 0), ('MGM', 31.030000686645508, 0), ('PHM', 28.0, 0), ('PHM', 28.0, 0), ('PWR', 37.45000076293945, 0), ('SEDG', 30.399999618530273, 0), ('TXT', 53.7400016784668, 0), ('TXT', 53.7400016784668, 0), ('VRSN', 108.94000244140625, 0), ('VRTX', 154.6300048828125, 0)]"
2017-10-23,"[('AES', 10.779999732971191, 0), ('AKAM', 53.0, 0), ('AMD', 11.84000015258789, 0), ('DD', 103.24398803710938, 0), ('DXC', 79.50691986083984, 0), ('EQIX', 456.510009765625, 0), ('F', 12.0600004196167, 0), ('FITB', 29.06999969482422, 0), ('GLW', 31.510000228881836, 0), ('GLW', 31.510000228881836, 0), ('INCY', 116.2699966430664, 0), ('IP', 54.876895904541016, 0), ('LVS', 61.75, 0), ('MGM', 31.25, 0), ('MGM', 31.25, 0), ('PHM', 30.06999969482422, 0), ('PHM', 30.06999969482422, 0), ('PWR', 37.97999954223633, 0), ('SEDG', 32.150001525878906, 0), ('TXT', 53.029998779296875, 0), ('TXT', 53.029998779296875, 0), ('VRSN', 109.06999969482422, 0), ('VRTX', 150.11000061035156, 0)]"
2017-10-30,"[('AES', 10.489999771118164, 0), ('AKAM', 53.0099983215332, 0), ('AMD', 11.119999885559082, 0), ('DD', 101.27987670898438, 0), ('DXC', 79.10899353027344, 0), ('EQIX', 486.6499938964844, 0), ('F', 12.359999656677246, 0), ('FITB', 29.1200008392334, 0), ('GLW', 31.670000076293945, 0), ('GLW', 31.670000076293945, 0), ('INCY', 105.08000183105469, 0), ('IP', 54.09090805053711, 0), ('LVS', 65.87999725341797, 0), ('MGM', 31.260000228881836, 0), ('MGM', 31.260000228881836, 0), ('PHM', 30.309999465942383, 0), ('PHM', 30.309999465942383, 0), ('PWR', 35.65999984741211, 0), ('SEDG', 33.79999923706055, 0), ('TXT', 54.54999923706055, 0), ('TXT', 54.54999923706055, 0), ('VRSN', 108.48999786376953, 0), ('VRTX', 149.97000122070312, 0)]"
2017-11-06,"[('AES', 10.229999542236328, 0), ('AKAM', 54.2599983215332, 0), ('AMD', 11.260000228881836, 0), ('DD', 99.586181640625, 0), ('DXC', 82.99308013916016, 0), ('ENPH', 1.9700000286102295, 0), ('EQIX', 482.2099914550781, 0), ('F', 12.010000228881836, 0), ('FITB', 27.670000076293945, 0), ('GLW', 31.729999542236328, 0), ('GLW', 31.729999542236328, 0), ('INCY', 104.76000213623047, 0), ('IP', 51.941287994384766, 0), ('LVS', 67.4000015258789, 0), ('MGM', 32.880001068115234, 0), ('MGM', 32.880001068115234, 0), ('PHM', 31.149999618530273, 0), ('PHM', 31.149999618530273, 0), ('PWR', 35.84000015258789, 0), ('SEDG', 38.150001525878906, 0), ('TXT', 54.27000045776367, 0), ('TXT', 54.27000045776367, 0), ('VRSN', 109.75, 0), ('VRTX', 148.74000549316406, 0)]"
2017-11-13,"[('AES', 10.609999656677246, 0), ('AKAM', 55.439998626708984, 0), ('AMD', 11.380000114440918, 0), ('DD', 100.68209838867188, 0), ('DXC', 83.82353210449219, 0), ('ENPH', 2.7699999809265137, 0), ('EQIX', 472.79998779296875, 0), ('F', 12.010000228881836, 0), ('FITB', 28.450000762939453, 0), ('GLW', 31.6299991607666, 0), ('GLW', 31.6299991607666, 0), ('INCY', 105.47000122070312, 0), ('IP', 51.335227966308594, 0), ('LVS', 66.5, 0), ('MGM', 33.0, 0), ('MGM', 33.0, 0), ('PHM', 32.25, 0), ('PHM', 32.25, 0), ('PWR', 36.0099983215332, 0), ('SEDG', 37.54999923706055, 0), ('TXT', 52.970001220703125, 0), ('TXT', 52.970001220703125, 0), ('VRSN', 113.75, 0), ('VRTX', 147.41000366210938, 0)]"
2017-11-20,"[('AES', 10.6899995803833, 0), ('AKAM', 55.790000915527344, 0), ('AMD', 11.380000114440918, 0), ('DD', 101.27987670898438, 0), ('DXC', 84.56747436523438, 0), ('ENPH', 2.6600000858306885, 0), ('EQIX', 474.07000732421875, 0), ('F', 12.100000381469727, 0), ('FITB', 28.200000762939453, 0), ('GLW', 31.850000381469727, 0), ('GLW', 31.850000381469727, 0), ('INCY', 98.77999877929688, 0), ('IP', 52.00757598876953, 0), ('LVS', 67.6500015258789, 0), ('MGM', 33.88999938964844, 0), ('MGM', 33.88999938964844, 0), ('PHM', 33.150001525878906, 0), ('PHM', 33.150001525878906, 0), ('PWR', 36.130001068115234, 0), ('SEDG', 39.70000076293945, 0), ('TXT', 53.29999923706055, 0), ('TXT', 53.29999923706055, 0), ('VRSN', 117.23999786376953, 0), ('VRTX', 146.5500030517578, 0)]"
2017-11-27,"[('AES', 10.670000076293945, 0), ('AKAM', 55.790000915527344, 0), ('AMD', 10.729999542236328, 0), ('DD', 101.0663833618164, 0), ('DXC', 82.6816635131836, 0), ('ENPH', 2.9000000953674316, 0), ('EQIX', 469.1600036621094, 0), ('F', 12.579999923706055, 0), ('FITB', 30.690000534057617, 0), ('GLW', 31.850000381469727, 0), ('GLW', 31.850000381469727, 0), ('INCY', 97.94000244140625, 0), ('IP', 52.67992401123047, 0), ('LVS', 69.83999633789062, 0), ('MGM', 34.02000045776367, 0), ('MGM', 34.02000045776367, 0), ('PHM', 33.939998626708984, 0), ('PHM', 33.939998626708984, 0), ('PWR', 37.38999938964844, 0), ('SEDG', 34.79999923706055, 0), ('TXT', 54.88999938964844, 0), ('TXT', 54.88999938964844, 0), ('VRSN', 114.95999908447266, 0), ('VRTX', 140.7899932861328, 0)]"
2017-12-04,"[('AES', 10.760000228881836, 0), ('AKAM', 56.5, 0), ('AMD', 9.9399995803833, 0), ('DD', 100.6678695678711, 0), ('DXC', 82.98442840576172, 0), ('ENPH', 2.7699999809265137, 0), ('EQIX', 452.3900146484375, 0), ('F', 12.609999656677246, 0), ('FITB', 30.3700008392334, 0), ('GLW', 32.349998474121094, 0), ('GLW', 32.349998474121094, 0), ('INCY', 96.58000183105469, 0), ('IP', 53.89204406738281, 0), ('LVS', 70.36000061035156, 0), ('MGM', 33.18000030517578, 0), ('MGM', 33.18000030517578, 0), ('PHM', 34.099998474121094, 0), ('PHM', 34.099998474121094, 0), ('PWR', 39.400001525878906, 0), ('SEDG', 36.04999923706055, 0), ('TXT', 54.84000015258789, 0), ('TXT', 54.84000015258789, 0), ('VRSN', 112.9800033569336, 0), ('VRTX', 143.61000061035156, 0)]"
2017-12-11,"[('AES', 10.800000190734863, 0), ('AKAM', 57.7599983215332, 0), ('AMD', 10.289999961853027, 0), ('DD', 99.6288833618164, 0), ('DXC', 82.39619445800781, 0), ('ENPH', 2.799999952316284, 0), ('EQIX', 457.8500061035156, 0), ('F', 12.579999923706055, 0), ('FITB', 30.030000686645508, 0), ('GLW', 32.04999923706055, 0), ('GLW', 32.04999923706055, 0), ('INCY', 96.41000366210938, 0), ('IP', 53.26704406738281, 0), ('LVS', 70.5, 0), ('MGM', 32.880001068115234, 0), ('MGM', 32.880001068115234, 0), ('PHM', 33.43000030517578, 0), ('PHM', 33.43000030517578, 0), ('PWR', 37.720001220703125, 0), ('SEDG', 38.150001525878906, 0), ('TXT', 55.220001220703125, 0), ('TXT', 55.220001220703125, 0), ('VRSN', 115.02999877929688, 0), ('VRTX', 145.86000061035156, 0)]"
2017-12-18,"[('AES', 10.710000038146973, 0), ('AKAM', 65.44999694824219, 0), ('AMD', 10.539999961853027, 0), ('DD', 102.6319808959961, 0), ('DXC', 82.9498291015625, 0), ('ENPH', 2.5299999713897705, 0), ('EQIX', 446.6000061035156, 0), ('F', 12.579999923706055, 0), ('FITB', 30.84000015258789, 0), ('GLW', 32.380001068115234, 0), ('GLW', 32.380001068115234, 0), ('INCY', 95.80999755859375, 0), ('IP', 54.905303955078125, 0), ('LVS', 69.73999786376953, 0), ('MGM', 33.34000015258789, 0), ('MGM', 33.34000015258789, 0), ('PHM', 33.369998931884766, 0), ('PHM', 33.369998931884766, 0), ('PWR', 39.40999984741211, 0), ('SEDG', 37.54999923706055, 0), ('TXT', 56.7599983215332, 0), ('TXT', 56.7599983215332, 0), ('VRSN', 113.98999786376953, 0), ('VRTX', 149.97000122070312, 0)]"
2017-12-25,"[('AES', 10.829999923706055, 0), ('AKAM', 65.04000091552734, 0), ('AMD', 10.279999732971191, 0), ('DD', 101.36527252197266, 0), ('DXC', 82.09342956542969, 0), ('ENPH', 2.4100000858306885, 0), ('EQIX', 453.2200012207031, 0), ('F', 12.489999771118164, 0), ('FITB', 30.34000015258789, 0), ('GLW', 31.989999771118164, 0), ('GLW', 31.989999771118164, 0), ('INCY', 94.70999908447266, 0), ('IP', 54.86742401123047, 0), ('LVS', 69.48999786376953, 0), ('MGM', 33.38999938964844, 0), ('MGM', 33.38999938964844, 0), ('PHM', 33.25, 0), ('PHM', 33.25, 0), ('PWR', 39.11000061035156, 0), ('SEDG', 37.54999923706055, 0), ('TXT', 56.59000015258789, 0), ('TXT', 56.59000015258789, 0), ('VRSN', 114.44000244140625, 0), ('VRTX', 149.86000061035156, 0)]"
2018-01-01,"[('AES', 10.869999885559082, 0), ('AKAM', 65.83000183105469, 0), ('AMD', 11.880000114440918, 0), ('DD', 107.34300231933594, 0), ('DXC', 87.0501708984375, 0), ('ENPH', 2.4700000286102295, 0), ('EQIX', 449.489990234375, 0), ('F', 13.199999809265137, 0), ('FITB', 30.709999084472656, 0), ('GLW', 33.63999938964844, 0), ('GLW', 33.63999938964844, 0), ('INCY', 99.8499984741211, 0), ('IP', 58.42802810668945, 0), ('LVS', 67.91999816894531, 0), ('MGM', 33.88999938964844, 0), ('MGM', 33.88999938964844, 0), ('PHM', 34.540000915527344, 0), ('PHM', 34.540000915527344, 0), ('PWR', 39.5099983215332, 0), ('SEDG', 37.900001525878906, 0), ('TXT', 58.5, 0), ('TXT', 58.5, 0), ('VRSN', 113.0, 0), ('VRTX', 155.69000244140625, 0)]"
2018-01-08,"[('AES', 11.039999961853027, 0), ('AKAM', 65.5199966430664, 0), ('AMD', 12.020000457763672, 0), ('DD', 107.32877349853516, 0), ('DXC', 87.62110900878906, 0), ('ENPH', 2.240000009536743, 0), ('EQIX', 435.95001220703125, 0), ('F', 13.229999542236328, 0), ('FITB', 32.349998474121094, 0), ('GLW', 34.65999984741211, 0), ('GLW', 34.65999984741211, 0), ('INCY', 94.06999969482422, 0), ('IP', 58.95833206176758, 0), ('LVS', 71.0199966430664, 0), ('MGM', 35.029998779296875, 0), ('MGM', 35.029998779296875, 0), ('PHM', 34.47999954223633, 0), ('PHM', 34.47999954223633, 0), ('PWR', 39.439998626708984, 0), ('SEDG', 36.29999923706055, 0), ('TXT', 60.150001525878906, 0), ('TXT', 60.150001525878906, 0), ('VRSN', 113.61000061035156, 0), ('VRTX', 157.92999267578125, 0)]"
2018-01-15,"[('AES', 11.75, 0), ('AKAM', 65.62999725341797, 0), ('AMD', 12.59000015258789, 0), ('DD', 108.18273162841797, 0), ('DXC', 87.35294342041016, 0), ('ENPH', 1.9500000476837158, 0), ('EQIX', 437.8900146484375, 0), ('F', 12.0, 0), ('FITB', 32.5, 0), ('GLW', 34.65999984741211, 0), ('GLW', 34.65999984741211, 0), ('INCY', 93.16000366210938, 0), ('IP', 60.13257598876953, 0), ('LVS', 74.51000213623047, 0), ('MGM', 36.349998474121094, 0), ('MGM', 36.349998474121094, 0), ('PHM', 34.599998474121094, 0), ('PHM', 34.599998474121094, 0), ('PWR', 38.9900016784668, 0), ('SEDG', 35.20000076293945, 0), ('TXT', 58.900001525878906, 0), ('TXT', 58.900001525878906, 0), ('VRSN', 114.4800033569336, 0), ('VRTX', 157.97000122070312, 0)]"
2018-01-22,"[('AES', 11.720000267028809, 0), ('AKAM', 67.62000274658203, 0), ('AMD', 12.949999809265137, 0), ('DD', 109.6202392578125, 0), ('DXC', 88.6678237915039, 0), ('ENPH', 2.140000104904175, 0), ('EQIX', 441.5899963378906, 0), ('F', 11.649999618530273, 0), ('FITB', 33.349998474121094, 0), ('GLW', 34.380001068115234, 0), ('GLW', 34.380001068115234, 0), ('INCY', 95.51000213623047, 0), ('IP', 61.316287994384766, 0), ('LVS', 75.5, 0), ('MGM', 37.04999923706055, 0), ('MGM', 37.04999923706055, 0), ('PHM', 34.52000045776367, 0), ('PHM', 34.52000045776367, 0), ('PWR', 39.13999938964844, 0), ('SEDG', 36.75, 0), ('TXT', 60.86000061035156, 0), ('TXT', 60.86000061035156, 0), ('VRSN', 115.30999755859375, 0), ('VRTX', 169.2100067138672, 0)]"
2018-01-29,"[('AES', 11.119999885559082, 0), ('AKAM', 65.72000122070312, 0), ('AMD', 12.449999809265137, 0), ('DD', 100.89559173583984, 0), ('DXC', 85.54498291015625, 0), ('ENPH', 2.069999933242798, 0), ('EQIX', 437.3500061035156, 0), ('F', 10.710000038146973, 0), ('FITB', 33.130001068115234, 0), ('GLW', 31.280000686645508, 0), ('GLW', 31.280000686645508, 0), ('INCY', 85.91999816894531, 0), ('IP', 58.873104095458984, 0), ('LVS', 75.18000030517578, 0), ('MGM', 35.58000183105469, 0), ('MGM', 35.58000183105469, 0), ('PHM', 30.700000762939453, 0), ('PHM', 30.700000762939453, 0), ('PWR', 36.09000015258789, 0), ('SEDG', 34.57500076293945, 0), ('TXT', 59.060001373291016, 0), ('TXT', 59.060001373291016, 0), ('VRSN', 112.51000213623047, 0), ('VRTX', 166.24000549316406, 0)]"
2018-02-05,"[('AES', 10.199999809265137, 0), ('AKAM', 64.12999725341797, 0), ('AMD', 11.3100004196167, 0), ('DD', 98.88877868652344, -1), ('DXC', 83.90138244628906, 0), ('ENPH', 2.2899999618530273, 0), ('EQIX', 425.80999755859375, 0), ('F', 10.529999732971191, 0), ('FITB', 31.979999542236328, 0), ('GLW', 28.770000457763672, 0), ('GLW', 28.770000457763672, 0), ('INCY', 84.5, 0), ('IP', 54.16666793823242, 0), ('LVS', 71.0, 0), ('MGM', 33.43000030517578, 0), ('MGM', 33.43000030517578, 0), ('PHM', 28.709999084472656, 0), ('PHM', 28.709999084472656, 0), ('PWR', 33.529998779296875, 0), ('SEDG', 32.20000076293945, 0), ('TXT', 56.310001373291016, 0), ('TXT', 56.310001373291016, 0), ('VRSN', 109.08999633789062, 0), ('VRTX', 152.9600067138672, 0)]"
2018-02-12,"[('AES', 10.449999809265137, 0), ('AKAM', 66.88999938964844, 0), ('AMD', 11.819999694824219, 0), ('DXC', 87.21453094482422, 0), ('ENPH', 2.819999933242798, 0), ('EQIX', 403.29998779296875, 0), ('F', 10.609999656677246, 0), ('FITB', 33.130001068115234, 0), ('GLW', 29.469999313354492, 0), ('GLW', 29.469999313354492, 0), ('INCY', 86.02999877929688, 0), ('IP', 55.814395904541016, 0), ('LVS', 75.0199966430664, 0), ('MGM', 34.470001220703125, 0), ('MGM', 34.470001220703125, 0), ('PHM', 29.739999771118164, 0), ('PHM', 29.739999771118164, 0), ('PWR', 35.06999969482422, 0), ('SEDG', 46.0, 0), ('TXT', 60.33000183105469, 0), ('TXT', 60.33000183105469, 0), ('VRSN', 120.55000305175781, 0), ('VRTX', 160.72000122070312, 0)]"
2018-02-19,"[('AES', 10.489999771118164, 0), ('AKAM', 67.36000061035156, 0), ('AMD', 12.069999694824219, 0), ('DXC', 89.9480972290039, 0), ('ENPH', 2.4700000286102295, 0), ('EQIX', 394.8399963378906, 0), ('F', 10.699999809265137, 0), ('FITB', 33.45000076293945, 0), ('GLW', 29.299999237060547, 0), ('GLW', 29.299999237060547, 0), ('INCY', 87.80000305175781, 0), ('IP', 56.344696044921875, 0), ('LVS', 74.33000183105469, 0), ('MGM', 35.380001068115234, 0), ('MGM', 35.380001068115234, 0), ('PHM', 29.270000457763672, 0), ('PHM', 29.270000457763672, 0), ('PWR', 35.66999816894531, 0), ('SEDG', 50.0, 0), ('TXT', 59.279998779296875, 0), ('TXT', 59.279998779296875, 0), ('VRSN', 117.63999938964844, 0), ('VRTX', 165.89999389648438, 0)]"
